document, id, folder,total_out_count,total_in_count, total_out_unique_count, total_in_unique_count
"JOURNALNO2002_204-en.xml","JOURNAL NO. 2002/204","TOP_1000",0,5,0,3
"S_2007_10-en.xml","S/2007/10","TOP_1000",1,5,1,2
"A_59_206-en.xml","A/59/206","TOP_1000",6,0,3,0
"FCCC_KP_AWG_2006_4-en.xml","FCCC/KP/AWG/2006/4","TOP_1000",14,0,3,0
"A_61_443_ADD2-en.xml","A/61/443/ADD.2","TOP_1000",0,4,0,3
"TRANS_WP29_GRE_49-en.xml","TRANS/WP.29/GRE/49","TOP_1000",1,5,1,2
"A_60_871-en.xml","A/60/871","TOP_1000",4,0,3,0
"A_55_494-en.xml","A/55/494","TOP_1000",3,0,3,0
"FCCC_SBSTA_2002_6-en.xml","FCCC/SBSTA/2002/6","TOP_1000",18,9,2,1
"JOURNALNO2001_205-en.xml","JOURNAL NO.2001/205","TOP_1000",0,3,0,3
"A_HRC_10_L10-en.xml","A/HRC/10/L.10","TOP_1000",0,3,0,3
"JOURNALNO2003_224-en.xml","JOURNAL NO. 2003/224","TOP_1000",0,4,0,3
"JOURNALNO2003_225-en.xml","JOURNAL NO. 2003/225","TOP_1000",0,7,0,3
"A_55_2SUPP-A_55_2-en.xml","A/55/2(SUPP)-A/55/2","TOP_1000",0,9,0,3
"ST_IC_2002_1-en.xml","ST/IC/2002/1","TOP_1000",0,12,0,3
"A_AC109_2000_L2-en.xml","A/AC.109/2000/L.2","TOP_1000",42,0,3,0
"JOURNALNO2007_238-en.xml","JOURNAL NO.2007/238","TOP_1000",0,4,0,3
"A_62_3_REV1SUPP-en.xml","A/62/3/REV.1(SUPP)","TOP_1000",0,3,0,3
"FCCC_SBI_2006_28-en.xml","FCCC/SBI/2006/28","TOP_1000",0,8,0,3
"A_64_66-en.xml","A/64/66","TOP_1000",0,4,0,3
"A_CN9_641-en.xml","A/CN.9/641","TOP_1000",0,9,0,3
"JOURNALNO2005_213-en.xml","JOURNAL NO.2005/213","TOP_1000",0,4,0,3
"JOURNALNO2001_241-en.xml","JOURNAL NO.2001/241","TOP_1000",0,4,0,3
"JOURNALNO2005_201-en.xml","JOURNAL NO.2005/201","TOP_1000",0,5,0,3
"A_RES_61_237-en.xml","A/RES/61/237","TOP_1000",3,0,3,0
"JOURNALNO2007_244-en.xml","JOURNAL NO.2007/244","TOP_1000",0,5,0,3
"JOURNALNO2007_242-en.xml","JOURNAL NO.2007/242","TOP_1000",0,9,0,3
"A_61_583-en.xml","A/61/583","TOP_1000",2,2,1,2
"S_2007_643-en.xml","S/2007/643","TOP_1000",2,1,2,1
"FCCC_SBI_2007_34-en.xml","FCCC/SBI/2007/34","TOP_1000",8,2,2,1
"ECE_TRANS_WP24_115-en.xml","ECE/TRANS/WP.24/115","TOP_1000",2,4,1,2
"ECE_TRANS_200-en.xml","ECE/TRANS/200","TOP_1000",0,5,0,3
"HRI_MC_2004_3-en.xml","HRI/MC/2004/3","TOP_1000",5,1,2,1
"A_55_397-en.xml","A/55/397","TOP_1000",4,0,3,0
"JOURNALNO2007_201-en.xml","JOURNAL NO.2007/201","TOP_1000",0,4,0,3
"JOURNALNO2007_200-en.xml","JOURNAL NO.2007/200","TOP_1000",0,6,0,3
"JOURNALNO2008_231-en.xml","JOURNAL NO.2008/231","TOP_1000",0,3,0,3
"A_57_270-en.xml","A/57/270","TOP_1000",11,0,3,0
"ST_SG_AC10_34-en.xml","ST/SG/AC.10/34","TOP_1000",2,1,2,1
"JOURNALNO2003_220-en.xml","JOURNAL NO. 2003/220","TOP_1000",0,4,0,3
"A_CN9_667-en.xml","A/CN.9/667","TOP_1000",4,4,1,2
"A_57_3_REV1SUPP-en.xml","A/57/3/REV.1(SUPP)","TOP_1000",0,6,0,3
"JOURNALNO2004_198-en.xml","JOURNAL NO. 2004/198","TOP_1000",0,3,0,3
"A_61_2SUPP-en.xml","A/61/2(SUPP)","TOP_1000",0,3,0,3
"JOURNALNO2001_234-en.xml","JOURNAL NO.2001/234","TOP_1000",0,5,0,3
"JOURNALNO2002_198-en.xml","JOURNAL NO. 2002/198","TOP_1000",0,4,0,3
"CRC_C_100-en.xml","CRC/C/100","TOP_1000",13,0,3,0
"A_62_38SUPP-en.xml","A/62/38(SUPP)","TOP_1000",0,8,0,3
"A_61_256-en.xml","A/61/256","TOP_1000",71,0,3,0
"A_61_50-en.xml","A/61/50","TOP_1000",3,0,3,0
"S_2004_124-en.xml","S/2004/124","TOP_1000",7,0,3,0
"JOURNALNO2005_204-en.xml","JOURNAL NO.2005/204","TOP_1000",0,5,0,3
"A_59_50-en.xml","A/59/50","TOP_1000",3,0,3,0
"JOURNALNO2006_200-en.xml","JOURNAL NO.2006/200","TOP_1000",0,4,0,3
"JOURNALNO2006_201-en.xml","JOURNAL NO.2006/201","TOP_1000",0,5,0,3
"JOURNALNO2006_203-en.xml","JOURNAL NO.2006/203","TOP_1000",0,19,0,3
"JOURNALNO2006_206-en.xml","JOURNAL NO.2006/206","TOP_1000",0,3,0,3
"JOURNALNO2006_207-en.xml","JOURNAL NO.2006/207","TOP_1000",0,6,0,3
"A_CN4_540-en.xml","A/CN.4/540","TOP_1000",1,81,1,2
"A_AC105_933-en.xml","A/AC.105/933","TOP_1000",0,9,0,3
"A_AC105_935-en.xml","A/AC.105/935","TOP_1000",0,4,0,3
"CCW_MSP_2003_3-en.xml","CCW/MSP/2003/3","TOP_1000",7,1,2,1
"JOURNALNO2002_225-en.xml","JOURNAL NO. 2002/225","TOP_1000",0,3,0,3
"JOURNALNO2002_224-en.xml","JOURNAL NO. 2002/224","TOP_1000",0,5,0,3
"A_61_758-en.xml","A/61/758","TOP_1000",24,4,2,1
"CCW_MSP_2005_2-en.xml","CCW/MSP/2005/2","TOP_1000",2,9,1,2
"DP_2003_2-en.xml","DP/2003/2","TOP_1000",4,2,2,1
"JOURNALNO2004_240-en.xml","JOURNAL NO. 2004/240","TOP_1000",0,4,0,3
"JOURNALNO2005_95-en.xml","JOURNAL NO.2005/95","TOP_1000",0,6,0,3
"JOURNALNO2006_98-en.xml","JOURNAL NO.2006/98","TOP_1000",0,8,0,3
"JOURNALNO2009_41-en.xml","JOURNAL NO.2009/41","TOP_1000",0,3,0,3
"S_2006_920-en.xml","S/2006/920","TOP_1000",5,0,3,0
"JOURNALNO2009_43-en.xml","JOURNAL NO.2009/43","TOP_1000",0,3,0,3
"FCCC_KP_AWG_2008_8-en.xml","FCCC/KP/AWG/2008/8","TOP_1000",0,10,0,3
"JOURNALNO2003_243-en.xml","JOURNAL NO. 2003/243","TOP_1000",0,3,0,3
"A_CN4_578-en.xml","A/CN.4/578","TOP_1000",4,4,2,1
"JOURNALNO2008_206-en.xml","JOURNAL NO.2008/206","TOP_1000",0,6,0,3
"S_2004_20-en.xml","S/2004/20","TOP_1000",5,7,2,1
"A_60_787-en.xml","A/60/787","TOP_1000",5,1,2,1
"JOURNALNO2007_108-en.xml","JOURNAL NO.2007/108","TOP_1000",0,4,0,3
"A_56_800-en.xml","A/56/800","TOP_1000",2,2,2,1
"A_59_354-en.xml","A/59/354","TOP_1000",1,2,1,2
"JOURNALNO2005_211-en.xml","JOURNAL NO.2005/211","TOP_1000",0,3,0,3
"A_C5_58_SR40-en.xml","A/C.5/58/SR.40","TOP_1000",0,13,0,3
"JOURNALNO2005_219-en.xml","JOURNAL NO.2005/219","TOP_1000",0,3,0,3
"ECE_TRANS_133-en.xml","ECE/TRANS/133","TOP_1000",6,0,3,0
"A_CN9_665-en.xml","A/CN.9/665","TOP_1000",4,12,1,2
"JOURNALNO2000_209-en.xml","JOURNAL NO.2000/209","TOP_1000",0,4,0,3
"FCCC_SBI_2004_19-en.xml","FCCC/SBI/2004/19","TOP_1000",5,0,3,0
"JOURNALNO2003_245-en.xml","JOURNAL NO. 2003/245","TOP_1000",0,3,0,3
"JOURNALNO2003_240-en.xml","JOURNAL NO. 2003/240","TOP_1000",0,4,0,3
"A_60_PV69-en.xml","A/60/PV.69","TOP_1000",0,7,0,3
"A_C1_61_PV20-en.xml","A/C.1/61/PV.20","TOP_1000",6,1,2,1
"JOURNALNO2002_202-en.xml","JOURNAL NO. 2002/202","TOP_1000",0,4,0,3
"A_64_100_ADD1-en.xml","A/64/100/ADD.1","TOP_1000",0,3,0,3
"A_CONF203_RPM3_1-en.xml","A/CONF.203/RPM.3/1","TOP_1000",14,2,1,1
"A_CONF203_RPM1_1-en.xml","A/CONF.203/RPM.1/1","TOP_1000",13,1,1,1
"TRANS_AC7_9-en.xml","TRANS/AC.7/9","TOP_1000",2,0,2,0
"A_CONF203_RPM2_1-en.xml","A/CONF.203/RPM.2/1","TOP_1000",14,2,1,1
"FCCC_SBI_2002_17-en.xml","FCCC/SBI/2002/17","TOP_1000",1,2,1,1
"A_AC105_780-en.xml","A/AC.105/780","TOP_1000",2,0,2,0
"A_58_PV75-en.xml","A/58/PV.75","TOP_1000",2,0,2,0
"A_HRC_EMRIP_2009_4-en.xml","A/HRC/EMRIP/2009/4","TOP_1000",0,3,0,2
"E_CN4_2001_51-en.xml","E/CN.4/2001/51","TOP_1000",3,0,2,0
"A_57_23SUPP-en.xml","A/57/23(SUPP)","TOP_1000",0,8,0,2
"JOURNALNO2000_237-en.xml","JOURNAL NO.2000/237","TOP_1000",0,4,0,2
"A_56_870-en.xml","A/56/870","TOP_1000",2,2,1,1
"JOURNALNO2003_213-en.xml","JOURNAL NO. 2003/213","TOP_1000",0,5,0,2
"ST_SG_AC10_C3_64-en.xml","ST/SG/AC.10/C.3/64","TOP_1000",1,1,1,1
"JOURNALNO2008_209-en.xml","JOURNAL NO.2008/209","TOP_1000",0,3,0,2
"JOURNALNO2006_198-en.xml","JOURNAL NO.2006/198","TOP_1000",0,6,0,2
"JOURNALNO2006_194-en.xml","JOURNAL NO.2006/194","TOP_1000",0,3,0,2
"JOURNALNO2008_223-en.xml","JOURNAL NO.2008/223","TOP_1000",0,3,0,2
"JOURNALNO2002_200-en.xml","JOURNAL NO. 2002/200","TOP_1000",0,3,0,2
"A_C5_57_SR56-en.xml","A/C.5/57/SR.56","TOP_1000",4,1,1,1
"JOURNALNO2005_228-en.xml","JOURNAL NO.2005/228","TOP_1000",0,2,0,2
"JOURNALNO2005_221-en.xml","JOURNAL NO.2005/221","TOP_1000",0,2,0,2
"A_59_3_REV1SUPP-en.xml","A/59/3/REV.1(SUPP)","TOP_1000",0,3,0,2
"A_56_3_REV1SUPP-en.xml","A/56/3/REV.1(SUPP)","TOP_1000",0,3,0,2
"A_CN9_WGVI_WP2-en.xml","A/CN.9/WG.VI/WP.2","TOP_1000",1,1,1,1
"E_2004_35SUPP-en.xml","E/2004/35(SUPP)","TOP_1000",0,2,0,2
"FCCC_SBSTA_2003_10-en.xml","FCCC/SBSTA/2003/10","TOP_1000",0,6,0,2
"FCCC_SBI_2008_19-en.xml","FCCC/SBI/2008/19","TOP_1000",0,15,0,2
"JOURNALNO2003_218-en.xml","JOURNAL NO. 2003/218","TOP_1000",0,2,0,2
"A_61_3-en.xml","A/61/3","TOP_1000",2,0,2,0
"A_C1_61_PV19-en.xml","A/C.1/61/PV.19","TOP_1000",5,0,2,0
"JOURNALNO2008_232-en.xml","JOURNAL NO.2008/232","TOP_1000",0,2,0,2
"E_2007_35SUPP-en.xml","E/2007/35(SUPP)","TOP_1000",0,2,0,2
"JOURNALNO2003_221-en.xml","JOURNAL NO. 2003/221","TOP_1000",0,2,0,2
"A_56_660-en.xml","A/56/660","TOP_1000",4,0,2,0
"FCCC_SBSTA_2008_6-en.xml","FCCC/SBSTA/2008/6","TOP_1000",0,4,0,2
"A_55_150-en.xml","A/55/150","TOP_1000",2,0,2,0
"S_2009_362-en.xml","S/2009/362","TOP_1000",0,3,0,2
"JOURNALNO2007_199-en.xml","JOURNAL NO.2007/199","TOP_1000",0,3,0,2
"JOURNALNO2001_245-en.xml","JOURNAL NO.2001/245","TOP_1000",0,4,0,2
"S_2001_15-en.xml","S/2001/15","TOP_1000",6,0,2,0
"S_2007_749-en.xml","S/2007/749","TOP_1000",3,2,1,1
"JOURNALNO2006_217-en.xml","JOURNAL NO.2006/217","TOP_1000",0,2,0,2
"A_RES_62_62-en.xml","A/RES/62/62","TOP_1000",0,2,0,2
"A_C5_55_SR58-en.xml","A/C.5/55/SR.58","TOP_1000",0,25,0,2
"E_2002_35SUPP-en.xml","E/2002/35(SUPP)","TOP_1000",0,5,0,2
"A_58_3_REV1SUPP-en.xml","A/58/3/REV.1(SUPP)","TOP_1000",0,4,0,2
"ECE_TRANS_WP29_1056-en.xml","ECE/TRANS/WP.29/1056","TOP_1000",1,1,1,1
"FCCC_SB_2000_4-en.xml","FCCC/SB/2000/4","TOP_1000",2,2,1,1
"JOURNALNO2002_237-en.xml","JOURNAL NO. 2002/237","TOP_1000",0,3,0,2
"FCCC_SBSTA_2001_8-en.xml","FCCC/SBSTA/2001/8","TOP_1000",12,0,2,0
"JOURNALNO2002_230-en.xml","JOURNAL NO. 2002/230","TOP_1000",0,2,0,2
"JOURNALNO2007_245-en.xml","JOURNAL NO.2007/245","TOP_1000",0,2,0,2
"JOURNALNO2007_243-en.xml","JOURNAL NO.2007/243","TOP_1000",0,3,0,2
"A_58_2SUPP-en.xml","A/58/2(SUPP)","TOP_1000",0,3,0,2
"S_2000_601-en.xml","S/2000/601","TOP_1000",10,0,2,0
"A_C6_58_SR16-en.xml","A/C.6/58/SR.16","TOP_1000",66,0,2,0
"JOURNALNO2008_226-en.xml","JOURNAL NO.2008/226","TOP_1000",0,3,0,2
"JOURNALNO2003_235-en.xml","JOURNAL NO. 2003/235","TOP_1000",0,2,0,2
"JOURNALNO2003_238-en.xml","JOURNAL NO. 2003/238","TOP_1000",0,2,0,2
"A_61_23SUPP-en.xml","A/61/23(SUPP)","TOP_1000",0,8,0,2
"JOURNALNO2007_203-en.xml","JOURNAL NO.2007/203","TOP_1000",0,2,0,2
"A_58_23SUPP-en.xml","A/58/23(SUPP)","TOP_1000",0,7,0,2
"JOURNALNO2007_205-en.xml","JOURNAL NO.2007/205","TOP_1000",0,2,0,2
"JOURNALNO2007_207-en.xml","JOURNAL NO.2007/207","TOP_1000",0,2,0,2
"JOURNALNO2007_206-en.xml","JOURNAL NO.2007/206","TOP_1000",0,3,0,2
"A_56_23PARTII-en.xml","A/56/23(PARTII)","TOP_1000",0,11,0,2
"S_2004_437-en.xml","S/2004/437","TOP_1000",2,0,2,0
"E_CN4_2000_61-en.xml","E/CN.4/2000/61","TOP_1000",3,0,2,0
"JOURNALNO2003_212-en.xml","JOURNAL NO. 2003/212","TOP_1000",0,2,0,2
"ECE_TRANS_SC3_174-en.xml","ECE/TRANS/SC.3/174","TOP_1000",2,0,2,0
"A_55_3-en.xml","A/55/3","TOP_1000",2,1,1,1
"JOURNALNO2002_232-en.xml","JOURNAL NO. 2002/232","TOP_1000",0,2,0,2
"A_56_23SUPP-en.xml","A/56/23(SUPP)","TOP_1000",0,17,0,2
"JOURNALNO2002_228-en.xml","JOURNAL NO. 2002/228","TOP_1000",0,2,0,2
"DP_2008_2-en.xml","DP/2008/2","TOP_1000",1,1,1,1
"JOURNALNO2004_246-en.xml","JOURNAL NO. 2004/246","TOP_1000",0,2,0,2
"DP_2007_2-en.xml","DP/2007/2","TOP_1000",2,0,2,0
"A_C3_62_SR44-en.xml","A/C.3/62/SR.44","TOP_1000",19,59,1,1
"JOURNALNO2008_211-en.xml","JOURNAL NO.2008/211","TOP_1000",0,3,0,2
"JOURNALNO2008_210-en.xml","JOURNAL NO.2008/210","TOP_1000",0,3,0,2
"JOURNALNO2008_202-en.xml","JOURNAL NO.2008/202","TOP_1000",0,4,0,2
"JOURNALNO2002_218-en.xml","JOURNAL NO. 2002/218","TOP_1000",0,2,0,2
"E_CN4_2002_200PARTIIADVMIMEO-E_2002_23PARTIIADVMIMEO-en.xml","E/CN.4/2002/200 (PART II) (ADV.MIMEO)-E/2002/23 (PART II) (ADV.MIMEO)","TOP_1000",0,2,0,2
"PCNICC_2002_2-en.xml","PCNICC/2002/2","TOP_1000",1,1,1,1
"S_2002_1053-en.xml","S/2002/1053","TOP_1000",1,1,1,1
"S_2002_178-en.xml","S/2002/178","TOP_1000",7,6,1,1
"A_63_150-en.xml","A/63/150","TOP_1000",4,0,2,0
"JOURNALNO2000_208-en.xml","JOURNAL NO.2000/208","TOP_1000",0,3,0,2
"A_58_3PARTII-en.xml","A/58/3(PARTII)","TOP_1000",0,4,0,2
"A_CN9_WGII_WP143-en.xml","A/CN.9/WG.II/WP.143","TOP_1000",18,0,2,0
"A_60_23SUPP-en.xml","A/60/23(SUPP)","TOP_1000",0,8,0,2
"JOURNALNO2000_210-en.xml","JOURNAL NO.2000/210","TOP_1000",0,3,0,2
"JOURNALNO2007_223-en.xml","JOURNAL NO.2007/223","TOP_1000",0,4,0,1
"A_C2_56_SR40-en.xml","A/C.2/56/SR.40","TOP_1000",0,2,0,1
"ST_ADM_SERB_642-en.xml","ST/ADM/SER.B/642","TOP_1000",1,0,1,0
"APLC_MSP6_2005_5-en.xml","APLC/MSP.6/2005/5","TOP_1000",0,90,0,1
"A_56_583_ADD2-en.xml","A/56/583/ADD.2","TOP_1000",0,1,0,1
"S_2002_432-en.xml","S/2002/432","TOP_1000",1,0,1,0
"E_2009_L8-en.xml","E/2009/L.8","TOP_1000",1,0,1,0
"A_55_23SUPP-A_55_23-en.xml","A/55/23(SUPP)-A/55/23","TOP_1000",0,22,0,1
"ST_SG_AC10_C3_60-en.xml","ST/SG/AC.10/C.3/60","TOP_1000",1,0,1,0
"JOURNALNO2008_205-en.xml","JOURNAL NO.2008/205","TOP_1000",0,2,0,1
"A_55_3_REV1SUPP-A_55_3_REV1-en.xml","A/55/3/REV.1(SUPP)-A/55/3/REV.1","TOP_1000",0,1,0,1
"A_C2_57_SR44-en.xml","A/C.2/57/SR.44","TOP_1000",0,1,0,1
"JOURNALNO2001_87PARTI-en.xml","JOURNAL NO.2001/87 (PART I)","TOP_1000",0,12,0,1
"E_2006_35SUPP-en.xml","E/2006/35(SUPP)","TOP_1000",0,1,0,1
"UNEP_POPS_COP2_30-en.xml","UNEP/POPS/COP.2/30","TOP_1000",0,1,0,1
"JOURNALNO2006_222-en.xml","JOURNAL NO.2006/222","TOP_1000",0,1,0,1
"A_CN9_535-en.xml","A/CN.9/535","TOP_1000",0,1,0,1
"S_2001_1154-en.xml","S/2001/1154","TOP_1000",1,0,1,0
"JOURNALNO2001_217-en.xml","JOURNAL NO.2001/217","TOP_1000",0,2,0,1
"A_64_23SUPP-en.xml","A/64/23(SUPP)","TOP_1000",0,4,0,1
"A_64_3ADVMIMEO-en.xml","A/64/3 (ADV.MIMEO)","TOP_1000",0,1,0,1
"E_2005_35SUPP-en.xml","E/2005/35 (SUPP)","TOP_1000",0,1,0,1
"A_56_848-en.xml","A/56/848","TOP_1000",0,2,0,1
"JOURNALNO2008_247-en.xml","JOURNAL NO.2008/247","TOP_1000",0,1,0,1
"JOURNALNO2008_242-en.xml","JOURNAL NO.2008/242","TOP_1000",0,1,0,1
"JOURNALNO2008_241-en.xml","JOURNAL NO.2008/241","TOP_1000",0,1,0,1
"ECE_MPWAT_5-en.xml","ECE/MP.WAT/5","TOP_1000",1,0,1,0
"A_61_38SUPP-en.xml","A/61/38(SUPP)","TOP_1000",0,1,0,1
"A_CN9_649-en.xml","A/CN.9/649","TOP_1000",3,0,1,0
"JOURNALNO2008_239-en.xml","JOURNAL NO.2008/239","TOP_1000",0,1,0,1
"JOURNALNO2007_90-en.xml","JOURNAL NO.2007/90","TOP_1000",0,1,0,1
"A_60_L1-en.xml","A/60/L.1","TOP_1000",1,0,1,0
"E_C12_GBR_5-en.xml","E/C.12/GBR/5","TOP_1000",0,1,0,1
"A_58_L63-en.xml","A/58/L.63","TOP_1000",1,0,1,0
"A_59_23SUPP-en.xml","A/59/23(SUPP)","TOP_1000",0,7,0,1
"UNEP_POPS_COP1_31-en.xml","UNEP/POPS/COP.1/31","TOP_1000",1,0,1,0
"ECE_TRANS_WP29_1050-en.xml","ECE/TRANS/WP.29/1050","TOP_1000",0,1,0,1
"JOURNALNO2002_233-en.xml","JOURNAL NO. 2002/233","TOP_1000",0,1,0,1
"A_55_427-en.xml","A/55/427","TOP_1000",2,0,1,0
"JOURNALNO2007_249-en.xml","JOURNAL NO.2007/249","TOP_1000",0,2,0,1
"JOURNALNO2007_42-en.xml","JOURNAL NO.2007/42","TOP_1000",0,1,0,1
"A_C1_62_PV22-en.xml","A/C.1/62/PV.22","TOP_1000",0,1,0,1
"CD_2007_L1-en.xml","CD/2007/L.1","TOP_1000",1,0,1,0
"A_C5_55_39-en.xml","A/C.5/55/39","TOP_1000",4,0,1,0
"JOURNALNO2003_236-en.xml","JOURNAL NO. 2003/236","TOP_1000",0,2,0,1
"JOURNALNO2003_234-en.xml","JOURNAL NO. 2003/234","TOP_1000",0,1,0,1
"JOURNALNO2002_201-en.xml","JOURNAL NO. 2002/201","TOP_1000",0,2,0,1
"ECE_TRANS_SC3_WP3_66-en.xml","ECE/TRANS/SC.3/WP.3/66","TOP_1000",0,2,0,1
"NPT_CONF2005_1-en.xml","NPT/CONF.2005/1","TOP_1000",2,0,1,0
"TD_410-en.xml","TD/410","TOP_1000",2,0,1,0
"E_CN4_2004_WG21_10_ADD1-en.xml","E/CN.4/2004/WG.21/10/ADD.1","TOP_1000",0,2,0,1
"JOURNALNO2005_209-en.xml","JOURNAL NO.2005/209","TOP_1000",0,1,0,1
"JOURNALNO2004_196-en.xml","JOURNAL NO. 2004/196","TOP_1000",0,1,0,1
"JOURNALNO2008_249_ADD1-en.xml","JOURNAL NO.2008/249/ADD.1","TOP_1000",0,2,0,1
"CERD_C_2007_1-en.xml","CERD/C/2007/1","TOP_1000",0,3,0,1
"FCCC_SBSTA_2004_13-en.xml","FCCC/SBSTA/2004/13","TOP_1000",2,0,1,0
"A_55_57-en.xml","A/55/57","TOP_1000",1,0,1,0
"JOURNALNO2006_205-en.xml","JOURNAL NO.2006/205","TOP_1000",0,1,0,1
"APLC_MSP6_2005_L1-en.xml","APLC/MSP.6/2005/L.1","TOP_1000",0,91,0,1
"ECE_TRANS_WP29_GRE_57-en.xml","ECE/TRANS/WP.29/GRE/57","TOP_1000",0,1,0,1
"FCCC_SBSTA_2006_9-en.xml","FCCC/SBSTA/2006/9","TOP_1000",2,0,1,0
"A_56_18SUPP-en.xml","A/56/18(SUPP)","TOP_1000",0,3,0,1
"A_CN9_631-en.xml","A/CN.9/631","TOP_1000",26,0,1,0
"A_CN9_637-en.xml","A/CN.9/637","TOP_1000",25,0,1,0
"A_55_637-en.xml","A/55/637","TOP_1000",1,0,1,0
"A_56_83-en.xml","A/56/83","TOP_1000",1,0,1,0
"CRC_C_42_3-en.xml","CRC/C/42/3","TOP_1000",0,7,0,1
"DP_2006_2-en.xml","DP/2006/2","TOP_1000",1,0,1,0
"A_C1_60_PV20-en.xml","A/C.1/60/PV.20","TOP_1000",0,1,0,1
"JOURNALNO2008_252-en.xml","JOURNAL NO.2008/252","TOP_1000",0,2,0,1
"A_60_3_REV1SUPP-en.xml","A/60/3/REV.1 (SUPP)","TOP_1000",0,2,0,1
"JOURNALNO2009_46-en.xml","JOURNAL NO.2009/46","TOP_1000",0,1,0,1
"A_C5_61_SR58-en.xml","A/C.5/61/SR.58","TOP_1000",1,0,1,0
"A_63_23SUPP-en.xml","A/63/23(SUPP)","TOP_1000",0,7,0,1
"CD_1679-en.xml","CD/1679","TOP_1000",1,0,1,0
"E_C12_2001_10-en.xml","E/C.12/2001/10","TOP_1000",1,0,1,0
"A_C1_59_INF_1_ADD1-en.xml","A/C.1/59/INF/1/ADD.1","TOP_1000",0,1,0,1
"JOURNALNO2001_249_ADD1-en.xml","JOURNAL NO.2001/249/ADD.1","TOP_1000",0,1,0,1
"JOURNALNO2002_247-en.xml","JOURNAL NO. 2002/247","TOP_1000",0,0,0,0
"A_S-27_3-en.xml","A/S-27/3","TOP_1000",0,0,0,0
"A_C1_62_PV23-en.xml","A/C.1/62/PV.23","TOP_1000",0,0,0,0
"CD_1840-en.xml","CD/1840","TOP_1000",0,0,0,0
"A_C2_58_SR37-en.xml","A/C.2/58/SR.37","TOP_1000",0,0,0,0
"CEDAW_C_LTU_4-en.xml","CEDAW/C/LTU/4","TOP_1000",0,0,0,0
"A_C5_62_SR51-en.xml","A/C.5/62/SR.51","TOP_1000",0,0,0,0
"JOURNALNO2002_248_ADD1-en.xml","JOURNAL NO. 2002/248/ADD.1","TOP_1000",0,0,0,0
"A_C5_56_SR60-en.xml","A/C.5/56/SR.60","TOP_1000",0,0,0,0
"JOURNALNO2005_226-en.xml","JOURNAL NO.2005/226","TOP_1000",0,0,0,0
"SPLOS_72-en.xml","SPLOS/72","TOP_1000",0,0,0,0
"A_CN9_WGV_WP58-en.xml","A/CN.9/WG.V/WP.58","TOP_1000",0,0,0,0
"E_C12_SWE_5-en.xml","E/C.12/SWE/5","TOP_1000",0,0,0,0
"JOURNALNO2008_248-en.xml","JOURNAL NO.2008/248","TOP_1000",0,0,0,0
"GC10_4-en.xml","GC.10/4","TOP_1000",0,0,0,0
"GC11_4-en.xml","GC.11/4","TOP_1000",0,0,0,0
"A_CN4_517-en.xml","A/CN.4/517","TOP_1000",0,0,0,0
"E_2000_22-E_C12_1999_11-en.xml","E/2000/22-E/C.12/1999/11","TOP_1000",0,0,0,0
"A_ES-10_115-S_2001_932-en.xml","A/ES-10/115-S/2001/932","TOP_1000",0,0,0,0
"JOURNALNO2008_40-en.xml","JOURNAL NO.2008/40","TOP_1000",0,0,0,0
"GC10_14-en.xml","GC.10/14","TOP_1000",0,0,0,0
"E_C12_UNK_1-en.xml","E/C.12/UNK/1","TOP_1000",0,0,0,0
"A_C1_60_PV18-en.xml","A/C.1/60/PV.18","TOP_1000",0,0,0,0
"E_ICEF_2006_5_REV1-E_2006_34_REV1-en.xml","E/ICEF/2006/5/REV.1-E/2006/34/REV.1","TOP_1000",0,0,0,0
"JOURNALNO2001_216-en.xml","JOURNAL NO.2001/216","TOP_1000",0,0,0,0
"JOURNALNO2003_237-en.xml","JOURNAL NO. 2003/237","TOP_1000",0,0,0,0
"ECE_TRANS_WP29_GRE_60-en.xml","ECE/TRANS/WP.29/GRE/60","TOP_1000",0,0,0,0
"TD_386-en.xml","TD/386","TOP_1000",0,0,0,0
"ECE_MPEIA_4-en.xml","ECE/MP.EIA/4","TOP_1000",0,0,0,0
"A_57_PV56-en.xml","A/57/PV.56","TOP_1000",0,0,0,0
"A_56_PV87-en.xml","A/56/PV.87","TOP_1000",0,0,0,0
"ECE_EBAIR_75-en.xml","ECE/EB.AIR/75","TOP_1000",0,0,0,0
"E_2001_35SUPP-en.xml","E/2001/35(SUPP)","TOP_1000",0,0,0,0
"A_55_602_ADD2-en.xml","A/55/602/ADD.2","TOP_1000",0,0,0,0
"A_C5_63_SR26-en.xml","A/C.5/63/SR.26","TOP_1000",0,0,0,0
"CD_1864-en.xml","CD/1864","TOP_1000",0,0,0,0
"A_62_780-en.xml","A/62/780","TOP_1000",0,0,0,0
"E_ICEF_2001_P_L73-en.xml","E/ICEF/2001/P/L.73","TOP_1000",0,0,0,0
"A_C1_57_INF_1_ADD1-en.xml","A/C.1/57/INF/1/ADD.1","TOP_1000",0,0,0,0
"DP_2009_2-en.xml","DP/2009/2","TOP_1000",0,0,0,0
"A_55_559-en.xml","A/55/559","TOP_1000",0,0,0,0
"ECE_MPEIA_10-en.xml","ECE/MP.EIA/10","TOP_1000",0,0,0,0
"CD_1624-en.xml","CD/1624","TOP_1000",0,0,0,0
"A_61_3_REV1SUPP-en.xml","A/61/3/REV.1(SUPP)","TOP_1000",0,0,0,0
